SubjectID,X-Grade
6be598179d8e68ef732257b8de5f85523abc10ebe027a4a8501670b3e61490fc,79.94
3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,83.23
89514970e1e20297947c37a1755c21674098a34e20a2aae5995c7b8b4028859e,25.5
f19c99fbe5a835630d6c1f9c0bd31609a99d100f3dcadeddc3473da0ee7a0205,61.15
db91ad08a11ff41dfb6d61127b0d561b3ae0e5ed10395e6cb3f25372ebdd6d0b,63.0
2d67f378787ef0d9249858e62cf661911d5eadf100662e2a590b8086d87b3518,54.75
f4b74579b24f01184daa9edb1156247211fb4f6b67b8ec3b81814e8eeb8791fd,72.21
814a76822c53611d1be66ef1f7a93c9a98a1a7d82e18234c0582a9a2040a319c,64.67
257bcb82ac5a481a11654e40bf2a244aae7d108fd7b43545c8023b1289ffc718,94.0
769d89fa68d5e578dd0f4592fc821f0f6abbaf1033147533ec0f6c4d8e6c6c2e,69.31
453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,40.5
fcc829e7dd1db87335c46064982f06853c8a5c39399202b284952458b04f0d5d,53.91
5d734055d34325b8555585971e61749072749fe0dd403b352327766c9565a3d4,57.0
8c0906fd5efd19b24aa04cb58ff5d90de07a4507ab16207d901e51cec04e1d85,85.55
a93225fd1f7ce130f94e7ab6e4784eeb6e080b9396bfb658085528b517e39757,35.0
97b90813f7f65e2bc5da97e487ad3fdccd2c535dde981f56eb9fa65df89f09e1,84.29
c340795ecfb6a9a8b2c5645fee8a298cf8b72faaffd737d7fe11880114eef4e5,56.0
f44c5e0a30d5deb361269102ae90c47064e59c34af27b3dcc610c74ae5ad926e,33.91
912cdef31b10a5d8886fedd1cb940e3a506126f7c11fbda7202c62b4edb1596b,86.8
449937d5271942b2d0c07fc71449158bee6643ea7d7ac857b9830d6116b8a310,78.0
41c3080c5f248cfc29a94b2c08f3bf85bd76feca895c6424fe528a4f32f68297,57.25
9b01ed1b37bb289049750901e55a93a4f206af3b94ce505699381e0df2ca01b2,36.48
fd928febd4e90f39aa15d8f4f70215bbc4e20e5c40d245628c6f8e73f7b4d16a,74.47
9f9e98ca9eca96eb316a42c215c5d7391f7b544e2793176224f4fd0027fb9269,57.19
14540c305603b931be46726208aae2f2bdde7974a4bab9ca6cbb345b571c959c,68.84
6a5b01acb5938854fb9425824d8b66d0b236e11bcf8085e016fde962fa5a7366,62.28
19700138aba73d2a48b106fe7c2d72ed0b8f228906e7f41e266664a91b451a54,88.91
81aadc08216233fb3ec392c41a57432e51f78e8bd6996aacb76ad6dc1477ddfa,69.82
d6fcfbd13c5259904b825be40714b27269384a2e540184e009430238487e889c,59.0
4084d3cef1c2290e1892fc32ffc6a6aa14c4d3fcc067a67710b66e7ef3acef0d,92.25
eb98b9223adb4684635bb18017ede6721bd5acf041aefea49eb611ab89c489ad,80.32
d3cb38860bb2775f1e807bfe8b1610f03016ac63c6b08977188c85ad3f979ceb,59.25
de771b0a105c84a902ca9ac461758439ca7b838a2b95f6a13afad160a9d7fd39,52.78
d7508e75bd7e54d88e3668085557bbbb459453ab26ec03646bafb7625075cd24,52.06
4a444e27b858bf82025d0b344afbd88305265b408c399956e235cd17727db3b4,71.41
2b0607c49f2d11be55e2e00304d8ac144a5900bb82d1b5d9b1a2405de57193d1,53.26
5e343daf8dbc5830a280addbd51c369e21a7633c9818bffb3bd4fceaa6cd9b91,57.94
30aae560ce0a3972dc3f50351720e01b23781624046c4cc447523790793cdccd,56.57
bee686e3fcc9f3886386d09a5bbd6f4779d852c8bb282b0b6185be70704d9207,85.8
6dd7cb5359f54edb9eb0becd33d19118d3e93e266ef7644cf7b9ad2b9ed1262d,66.53
117a01c81c6ec62f7b6d2b97ea41f349a1f2b57f713e3065c1576abab742ea46,45.91
f3f68937b7087b8fa82118be631d144b10b8c5391b8a16f2affa093c1957edb1,29.25
f429e88015e43d43626052e8601b4c7215afaf3f23181ed677fa698fbee2a91d,81.9
58d15b072ff2a6593f6d28a2d335006deb119f7a88b83f0f04b913231aea4c14,44.0
f8dac969c272aabb2ba0adebac1b711f0f174a8288053069be5391c65bb027c3,46.94
fabe1f519ce6f051ce768bda372a3e32059c13ea3f191380b04a004b83caa61b,66.93
b2739ffce4a91e9880373035f1a135a3772577ebe8a9e985482de17ccedccefd,76.53
2c9fa506526e2b23545345c0a1efe9c815b2c429078b653fe4bea62113636a9b,43.75
19b3277cda3fe10ec63ecd0517453b399e386ea3a475c891f3a2e7b55c246fba,49.03
1a0e91f519c0393d7d327f110988b2358b5fb944149f79840d417a0d279a7033,71.57
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,79.0
5c075290e921279538ad0cbf9786e8855bd2c7f97a066c94d059d313cb34273b,61.23
0973288c77f97c9245c444f90526bc6137bc40b48200197fd5bb6134f618f165,49.89
950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,43.28
e03561822ee2eb2da08d5f6f890830660cfd611e01677a2cf70b09fb6ff4673e,71.4
c24628e0c17541c8eb1047d754441068030a058892e09b1e2281c6ab162a6252,88.53
c6b3efc496c7eabd69a2596c96fb7bacc652d49811a4be0df0bb37196a37ea02,74.43
53b87d41de61b0eb5ef6562222f1f3bcd5b5ce1da053e57f47b6ed23d7aa8502,47.66
ff4cfd98fc176f36fa99b2bc839990d2fd13de4e59b5c4aed8f3ccb1962d249f,47.22
4208d3bf74a956f3eae084d69b195b09a132a8b7ca3034e20a5968cd5069ca5a,91.55
c96a5d8ae5170d9ab1ece6a261b881357860a04dc8d76bc2ca0619cc4d4787ea,93.5
269ff40c212993b357d07bfcee0ee3ef1b9c246c8088f739fc5d692625d0536b,61.09
a1437f4d7c5982c950cc3bb1cfab162aa1470eb7263b45d865b404015088558b,61.91
95944dae06f4e15b8e63e41064092bc51db9f568df5abcdb866112b0a58a759a,82.53
bd7739509fa70c858197ea24926c2c696b797f60240eac8fe389b1d67ce663be,61.66
29a2de3c53a0710f4668b8f6124dba329a0a717b691cc03156a76febf4f5bacf,80.75
d3f0d126711eb978e948a2cbeb9c2b2b0ffa79541fe717c41575d91f5e21aa61,82.96
d78fb37bf1fe8f75aac3574abb02a6af48c1e5de152a400b1fbf6e7237e7fa4a,47.73
62387ab8fdba76cc516bdbbaca2765132990182f1d0464ae4ebbb4804d555c4e,40.5
4a4ab02bfece06b8e9d88299cfff8b2df4c71cb1a3b77d327fbf01da0ecb4987,48.5
9675bde0231da8d75eeb40196ec9fda32306f8be61e38a1325b034f2472db01e,62.46
59f2772aca8841b648b639f06ea61c875e56429d850688ab68e3caa8a9ce9230,82.68
4b36c56a1a588b01a543da0d4a8091b10ff3f5e1f4a8c4cb531405e51e47d23e,97.41
cb9c781c1377cf1efb68cb9ed6a56076672fc54f47d35adda6a211d23655d118,84.81
f1adcb66d665ecba393da1490aca01e322bebd658ae2ef41aadee9ec7106def2,93.16
c60dc7a742e43b815ba4c4f14ae3efd67b9ffc810c971c92a48a3b3cbc6d5919,73.81
f4d906c345eef030a0d881ef52bba910c24630febc66ea83ab51337796574ec8,67.25
70c18da6f06c6019e8911fef1496654f45df0fdd83a53367b94f03f028e357de,80.16
c7b796ac04b2f8db027f6a7f45dd803df85918a8b62494790efa974beaf3838c,57.97
345dad5114b3cd453211fb2463b2677b927fb8bed5528f041e0451dfd0f2dca2,64.44
c7eebe4bcc4f85762fa3ddbb203411f48f8a0f05ed163ddb5e6c38e5f1d24531,67.22
22d436278c2d2678362e2b3102b5bfa9227eecad30f599801b730e0cc7acd1c6,67.1
120c591b0e4c359e86472f0277aba65125a0e102b24630520b7670b9b7b1d9a5,83.17
c38594bec27d288cfe5bd031cde0cff4c46de188336f74ff3f79854c88c65b00,63.31
18cff3f609168fc4bf5e7df1869409cb4026387a8530d8bc522fdeba67576fb6,72.67
ebb4be3fcc3b29c9cabf0007dfe142b7cdbcb54fda0e9950b7018ce04c4d692d,72.5
7026047c5e9f18234ed92d0bc1518a2a4944fc2a9a0bb90628e20b2d93e7f9ae,63.01
95e604186e18386f749a6d26e0868477c65803267b7c4d7bf606f77b8bbe1da4,60.89
2fb0f5c78100f8b718dc32b6582ef9e998b041716a0629e2917ac2c01c5a44e2,76.53
8ee6af2e8d2b4ccf84705f72f9aee941ccc549586ada07edc240441026599eb1,66.03
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,90.25
c225c8dca6a511c7d7cd7e90387054ff2eb038204ac60e3d886bfd9843c06434,87.16
4c4aca72fe030fe5563fb249ce9152645d4e7a98f00fde37c62d7f0a4b78780d,70.82
94a080ccc68a9af23abc6e73036cdfbac704e4a51b312cab20a422e059196d14,62.72
1403518ce5c6beb4b9b3ce77105c7fe32cd2520aed96f2124f56858098693244,47.75
df5f291bbd4aec1a0eff72c784f64e101413d82f8609d68c713dd7e8be202316,52.34
e7da0da09cd3de7d6414a439154f40924d0533b799648184fa85baef339710ba,33.81
fe48d6db483ac4bd61b017d826272e803a5ba40fca9dcc14ce181a1331e1fa18,35.25
6dfd9d97502d751109e542d97716cf9a38a444ec1e8cbf874c61db1d334fb231,52.74
322817f4854f2f71b85db9d2e7c04e4a44c91ea866c689f277a658abc7d22b12,35.44
599efafe1ee22c8ae0d531c08a7919660730bd5c7e5c055f926a492d0d32d15c,60.25
f8bb8ac0d0154c94f2a489b32ef5035239939cede87f998e2599dba7fe378ab6,86.26
48002b47ecdcaeb4828400130c7d77959319f9ae612dfbd03a91f7422c093ac7,66.71
d885bb7273fb4e746e84afc627f57884681464d304c0d487efee6b49df9620a2,71.66
5d60fc4768a0d01e3d533d2d5353bdffb58877bc2971bc7053a54071fa4c2f49,75.96
98e4c2dd19e0d5bb0d49167121617491082888de5c68db37eb6b6410c40e2d06,31.52
938eb3a8b8482b9a5ea52ae013fff264dcb1b4c02a64ac9c39ce3c476be2ffce,49.28
eeadbdae5c93dc632d3b4567ed3e770f164526a9d957a113e1aa07c1dca54f4c,66.75
3c6c8b8647f1b51ec51557e9916c655923e73b1b0b8de099f40db81460e78611,63.55
0d4ffc8959a9277ed564ffa0be4fa178fc778a551acea42c7b477a06545e5764,79.48
125ae2e6409e498cf96017e4f7168a1612ea2f181a0ea99530cfafb7b3a64807,89.91
8072f6579de3261211c2d30eb23619d2299179bf8835aed226d36f99aa88249d,50.15
f421319a6d338f4c75d9ce493c2ab35aa31da5115a045fb9149446903d5f1141,72.98
a1355ec991906ace648901e6fc977691e092d5f5dfebc678289c2a68e731c8d5,61.5
98f2cbf89ca9e35caeba21247085fffbf9f2ba20ca1fb5eee71d97295acb384b,68.41
488e7f64166c2e857c7a8c30c495984ba63faddc7646bebe0cac48319b6b4a17,24.0
3e202088a0f6c909bd3cfe90eb3217d09828f13c78f9198e7ca8e9fd7c2346a1,52.5
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,53.0
bfe01fd74f4a333b18002bc2d02ce800bee2e244cc59a5156ca3fcc5a0cdce00,73.25
e3d00c0bcfea6e4a68c5c4842d0bedac5e761cfa5be62ec60aae839f44a7f555,62.59
d981675479ab443031cba32f40c3dca9e031547c59346a4c0ea7c624c054d936,54.94
9181e670a018653889d5263448f199379588274b90c51348445093423b56396b,62.16
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,70.71
80cab1ce32c301533be0f55f91468a6bd0dc014abc98a56a4fb7f4828dbfe73f,58.19
ced739e4e1a362fc62756d77256feff26dd7710998469ff13eb02104da2038d2,41.75
2a9dda5adde456cb4c1ec3735fde1d4591c3b0780ef3d82b8c7fed613382e82f,77.44
6b6e8c7036722d03a34126403e7106d3512a2d4b72bcd8bde651614e8ad42d7b,56.75
e8f1be077a6689592c2f7fa35d56f723b873d6600bbe49eb04908770d9e783c1,64.94
b6d1c1a2a9ceb6f2fe941cb2f5ce2a4c9f178b1f99e12966a31544030d689915,68.41
8ef51b9a6ccf7c102010b64120f80a7e12e2c85e72d23bb6a5e7f17ea691093a,54.54
f837bce807410ac6f8b52fcee81a1ffaa2d7f77755861f2e6f2b482bff0f6fe9,80.65
ffc3b91c3744d275e99f49e105f016732d694a76314d8cd50f25e49a0b67edc6,81.21
9f4b5abbe2f093cb1d0bdedd6522643c44c7532ee6bb1b20f0b7d9b80adc140c,83.5
445c2ca905d33514cd3757e1141d0239349ca6678c20cd5eedab38fbe2fd36f9,67.16
8489b8668e001e627849ab14970d7c6debfe93d58351c826d6300c22114573c6,39.25
6b689d246c11ea35bf66a151aa4d7d83d1e1b11f9f3a3876c5d609048ea310f8,39.42
c547e37e3c5d2add9a3cb5fdeecfbc779e0ee9d6a7dbb489c799cc94e7b9abd2,75.94
d9381190f981d16a88149206249465bb181ce58d6359562dea944f4d477363e3,52.9
7ce2ef889fd3931ddf910c65e58e6b626f658d713486152c54f9f8a0e6f37375,74.78
807aa59e21f46f6ca52a49dbdc4ff1b58a9e238db54b494a63321654d158c0e9,58.23
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,68.44
6f8b95ec81c4c65578c705246889ade2223999b1383dbb36d4aae1502b94f22f,42.0
603b719e6471994bdf33806120a875c35f2e50eca461afc38d3349744fed1523,50.03
3d3ce5a7f0af95c6a2b8bb6e20cd9f348a8fc9ebf70c178f44f77d7fd97f3988,77.66
709635bebab736333367c7bca08fa9c12cf33c6b545144515f0a216431b46b5f,86.3
53a6166821a8283bfffd1ba2d422ad4d81a71118145da6cba3f6134219ceaeb4,45.77
e4022e6c05adb71c27444306f992d913c4d37cdbf63bf704fadfdddd56b65831,54.46
dc9a34cf6e3874933863dbb1d060e9fad475adc9e0927a6d33e2452d1526125d,59.25
2f002333e3ee078069a370adede771895a413b747a8039cfe1f8b6d5f579fcc5,88.66
4887493a4c162023900f9a757f005b44a190e6013e8cfe41fae1324ad26aff63,90.25
350b154fe2ab6eab25424af7cf5dd0a2a324a7853b9b56c9792a7278eb102323,44.25
effa5fafd71a87510e477792561dc4c6a0d7a624d93f5ee78db77ac7c2a41d63,63.66
e2c64c308270b70f26817bd91b48a6dc114f46bf34566ce6d3ec38d8052cb1ec,18.75
ff86d28801139f82f29ac25c715647674d50977478b8d8469bb07a55cfafa043,87.28
9d6a95a44978b54531ff886fbc804fd7fb16556610f5d7cda0e20841e8a6fc78,22.5
098d08de95d38eeec0842ad11e1e98d03c5afff456588f8ec0e9b2842aae39a3,86.16
dcc0e3c61cf760b864cace141492a9c0458a3af0e67f63a19c31875b5b777f07,81.42
5bf51d9d557047465e7df540ed0bba927d10ca876cb6dea1ca203b3578e22749,57.73
bc7fef2cefba2315bb3b68531dc5dcb4a490a3a089fdceb6802c0198959c0e19,89.25
753b3dfbf00b265816877af61db67c39ee3fae2b4e0a7b8f387b5163ff85b1bc,53.44
93a7aef5296e288f3a39f8c1c0dcb8935c9657f5c87378408e5d1910444e7c70,61.57
1c74dd0c87312999b28efb7af3aed752614eb8cc7e8fa5523e4f4441aaf4f64a,77.56
f1c628caab4033afe87dd9b46443ae53b44ca1fc35dc6268f423531d02dcb0ab,51.25
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,73.13
f70822cd6df70ca803faab8f3ced1db0f050468f31dcfedc1a20ad578382da45,42.75
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,51.75
097f7a6103e61039a9dadac5e7d7eb65aa451121de8b30ad2a147c5aafb440c7,82.19
efc39ac763d948ff0a93ddc34ad240851cb48f1fcf52de934697aeb78d033071,50.0
fa02750bf6f9eb536fbbeade8fe7bbc22648f59dabe562a4e32b8a58c4d3d1ff,27.53
5876d6b16f56408be737f35e84f06d5ece4d77728aec511387189fcaf90ab8e6,50.25
c58e4714a03093fccf1fd914aff61ef2d0b0c24eea4a89635b5f8d74953c6058,54.75
8ca014518f3c9f5207cbf67c729fda24fd56bfe6808d113f96c6138757784b77,97.41
60b6b4248d890504734beb13a2cc6574d9d4dc7bae94c84898d2a83ad80d68af,97.41
4082ac64b81101cbebcabd3b8b597bf7966896898674d507e118e3c0367ac800,41.55
2a50ac545f30b02200c4f18f694ce7e0ce691e9f509c38d8beebf3b4dd046b53,79.5
31b69aaaba9a335ba0261babc8396d24d0af8f580d5f6192e6040ad649c78593,65.78
1fa47ac7759a6ce7a6345af6515630bf1b0493c63c56c65ec1867dd8e850486c,81.41
d274893c31d10ef0bc342e59f149963ffff586f70cbf6c8b59325bf97415f62e,32.41
9c1ee8df1c0a91f0259f13024069c7fd8d7601df3b4b305f358bd8ce161aedb2,33.0
67010df78663529aee482809d36765b8f1fc70fcbc5f1d53546f9ea6dfff5384,73.64
4b0e6319833596d58072abae8af94102ae54198c1385145eede5e55b2e94ae8a,94.41
f0ad6b55a43d50cd0b3fa2f6750275e11cc44176cc9984200f6d6ff6a3c5631f,58.25
690ef8482b21fa77fdf533db95daa5559db82ef7106ee5514dd0cbff9efeb769,72.17
78ef135cef6cb29d44b91beb545a2a78dbdbc0a981735bad98640318a1b80b9b,56.51
4b9d476385096c42149ad8a1b35edf317f99c9d61ffc348d8950ab0c31cf543f,79.72
0abe1b008e37697d60391129deac748704d6105881949c60dff38453777ffb43,74.16
db2e162c7c1734ed5a58abc1706b9efbbdadbd2ba5f77bea6911a1aabd5e0831,66.0
7854ad4022596904b137ebbb044e0bbbd2f590b0dac7f5a46d9991f3c049d647,45.5
f2b2d2b023f71e791c2644201fa62b2dcf6c78d7402d774a552d5b7b20f02ad3,43.42
e20c996edc342b0e8fe4abe8a1b4373ae040e36b367cf6188e43d04950b7f6c6,44.0
33d11b837cec96010145671e6661210fd68f3004627f8929038256ca7a8d8ebf,84.65
a5f6e28cca214fb60a873fd4b27ea02bbef08b5bde05f4ba831b790a54a2435c,72.17
bd41cbdc04707f80b319802470a1871b99d36766f9d020cc0f9a569a4d1bb54b,68.44
5d9f9703addb3ca96358f6e54fc8e93cbbd462e886cef2d450e4edd2e53367fb,18.0
5cf32f9151895f7869e8af1d91c81444a0d3157ad5f4484dcbcab8a29d6bc6ac,53.25
4433080be68eabdd338bda9c8c30bee3fc1f696b6212f13bcb77721e1d738c7a,66.07
fd3422d11e9fdacf030f74df8a97aef973337371c49d6746fa29e06a4e54888b,93.5
39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,44.26
aff3f9448ca917cc6f9b0fa8f92a2dadcee4f890337259421ce866e71ff22c49,76.45
dea69a3afb734ba56e0465a463c3c6c5cd4c852cb165c1dd960ba91a4038a53d,35.75
69ea8e8a316c3f982db0286a71ca33c251b858994e27bb848e628967df9d15f9,73.15
155464e7a35faffd6b3b4f2e6b757098204e8a24221641b58ee8156acfd2e1fc,77.78
3dfcfacbb1498f304ff7e39552626c8b5578a4d4ec265756b2b5db6b7083fcfd,53.25
5a8bbd7a0887dfcfee9cd1f97e7ba9e568741cb632f3121b5b7d4f3e90e85b79,68.69
d46637522853433efdf1806e2e5336c312d5ba0ff0a32b80468e96b8abf11c04,23.25
a5cbc7664ddb2af6fbcdae5b4477be47e3b3ebdf327bd9626ee1a972eab6fb26,68.35
a4961676983a10f9ed67219d049b3165dcde4dd74aa3594f3e8fa2abcc32426d,48.54
23d73ca299f02110f10fe0b18902fd2ea5ad124d3a061f110083353b3899c369,89.25
720652a25d4ab67f2e7d9fa3b13023e92f3f21024e2157034de2773d5583053d,51.5
45c08529fc638c300feeb27a726d997626694ac3793087acc34e51f0a6e170e8,71.66
